user_id,security_type,gender,age_group,age_order,health_condition,household_type,employment_status_group,income_band,income_order,housing_tenure_group,epc_rating,prepayment_meter,private_renter,social_renter,owner_occupier,life_satisfaction,social_isolation_score,social_support_score,lad_code,borough_name,imd_decile,crime_rate_per_1000,log_crime_rate,crime_quartile,crime_quartile_order,security_label,security_score,security_status,insecure_flag,severe_flag
1573582,Fuel,Female,55 to 59,9,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Not working- looking after house/ children,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,E,No,False,False,True,4,2.0,0.0,E09000004,Bexley,10,64.46313682120169,4.181487187588867,Lowest,1,High fuel-security,0,Secure,0.0,0.0
981554,Fuel,Male,25 to 29,3,Yes,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,B,No,True,False,False,7,2.0,1.5,E09000023,Lewisham,5,93.94595064593692,4.553307789123356,High-medium,3,Low fuel-security,3,Insecure,1.0,0.0
3562373,Fuel,Male,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,C,No,True,False,False,8,1.0,1.0,E09000031,Waltham Forest,4,82.92437534381423,4.429916099809674,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
1539739,Fuel,Female,65 to 69,11,No,Living with partner/ spouse (NO children or children have left home),Not specified,"More than £58,900 p.a.",5.0,Owning the house outright,D,No,False,False,True,9,0.0,2.5,E09000031,Waltham Forest,3,82.92437534381423,4.429916099809674,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
1108729,Fuel,Female,55 to 59,9,Yes,Living on my own (NO children or children have left home),Not working- long term sick or disabled,"Less than £14,900 p.a.",1.0,Buying the house on a mortgage,D,Yes,False,False,True,8,0.0,1.5,E09000007,Camden,2,161.7785752076001,5.0923908429892295,Highest,4,Very low fuel-security,5,Insecure,1.0,1.0
597552,Fuel,Female,60 to 64,10,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Retired,"£24,301- £37,900 p.a.",3.0,Owning the house outright,Don't know,No,False,False,True,6,1.0,1.5,E09000011,Greenwich,5,96.79696038426884,4.582893496642329,High-medium,3,High fuel-security,0,Secure,0.0,0.0
2830306,Fuel,Female,60 to 64,10,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Retired,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,8,0.0,1.5,E09000029,Sutton,9,64.10579524758313,4.176013565952618,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6187934,Fuel,Male,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,B,No,True,False,False,9,0.0,2.5,E09000017,Hillingdon,3,77.02625332106763,4.357045351098229,Low-medium,2,Low fuel-security,2,Insecure,1.0,0.0
445875,Fuel,Male,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Yes,True,False,False,8,1.0,1.5,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,High fuel-security,0,Secure,0.0,0.0
6535431,Fuel,Female,20 to 24,2,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,C,No,True,False,False,7,1.0,1.5,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High fuel-security,0,Secure,0.0,0.0
4177307,Fuel,Female,20 to 24,2,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,Prefer not to say,,Living in student accommodation/ student halls,Don't know,Don't know,False,False,False,10,1.0,1.5,E09000023,Lewisham,2,93.94595064593692,4.553307789123356,High-medium,3,High fuel-security,0,Secure,0.0,0.0
1384526,Fuel,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Student,Prefer not to say,,Renting from private landlord,B,No,True,False,False,6,1.0,1.0,E09000030,Tower Hamlets,5,106.55418799829552,4.677994794967642,High-medium,3,Low fuel-security,2,Insecure,1.0,0.0
6686508,Fuel,Male,16 to 19,1,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Student,Prefer not to say,,Living in rented accommodation arranged by the Local Authority,C,Yes,False,True,False,8,0.5,1.5,E09000029,Sutton,2,64.10579524758313,4.176013565952618,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6275647,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,1.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,High fuel-security,0,Secure,0.0,0.0
346609,Fuel,Female,60 to 64,10,Yes,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,,Don't know,No,False,False,False,7,1.0,0.5,E09000004,Bexley,8,64.46313682120169,4.181487187588867,Lowest,1,Low fuel-security,2,Insecure,1.0,0.0
3980067,Fuel,Female,25 to 29,3,No,Living on my own (NO children or children have left home),Unemployed,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,D,Don't know,True,False,False,6,1.5,1.5,E09000019,Islington,4,127.4397296829604,4.855459764601848,Highest,4,Low fuel-security,2,Insecure,1.0,0.0
6049445,Fuel,Female,70 to 74,12,Yes,Living on my own (NO children or children have left home),Retired,"£14,901- £24,300 p.a.",2.0,Owning the house outright,Don't know,No,False,False,True,5,0.0,1.5,E09000008,Croydon,3,87.80214462188941,4.486410800853894,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
5633965,Fuel,Female,60 to 64,10,No,Living on my own (NO children or children have left home),Retired,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,10,0.0,1.5,E09000003,Barnet,7,71.52628693518058,4.283949074561243,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6609940,Fuel,Male,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,D,No,False,False,True,10,0.5,0.0,E09000020,Kensington and Chelsea,4,144.35898136510193,4.979206416393453,Highest,4,High fuel-security,0,Secure,0.0,0.0
91771,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,Yes,False,False,True,7,1.0,1.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Marginal fuel-security,1,Insecure,1.0,0.0
6401651,Fuel,Male,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Don't know,True,False,False,10,0.0,2.0,E09000006,Bromley,9,69.34413947690096,4.253399474857929,Lowest,1,Marginal fuel-security,1,Insecure,1.0,0.0
2729507,Fuel,Female,55 to 59,9,No,Living on my own (NO children or children have left home),Retired,"Less than £14,900 p.a.",1.0,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.0,E09000027,Richmond upon Thames,5,59.12433069454052,4.096414596464431,Lowest,1,High fuel-security,0,Secure,0.0,0.0
21186,Fuel,Female,40 to 44,6,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Retired,"£14,901- £24,300 p.a.",2.0,Owning the house outright,Don't know,No,False,False,True,8,1.0,2.0,E09000005,Brent,7,89.33622132404018,4.503538502077379,Low-medium,2,Marginal fuel-security,1,Insecure,1.0,0.0
418383,Fuel,Non binary/ other,30 to 34,4,Yes,Living with partner/ spouse (NO children or children have left home),Unemployed,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,Yes,True,False,False,7,0.5,1.5,E09000022,Lambeth,3,107.01926113040732,4.682309555022923,High-medium,3,High fuel-security,0,Secure,0.0,0.0
6323548,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,D,No,True,False,False,5,0.0,0.5,E09000017,Hillingdon,7,77.02625332106763,4.357045351098229,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
6301532,Fuel,Male,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,E,No,False,False,True,9,1.0,1.0,E09000009,Ealing,8,81.46078799553669,4.412322883327404,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
2405030,Fuel,Female,40 to 44,6,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,B,Yes,True,False,False,5,2.0,0.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,Low fuel-security,3,Insecure,1.0,0.0
5959434,Fuel,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,D,Yes,False,False,True,6,2.0,2.0,E09000029,Sutton,10,64.10579524758313,4.176013565952618,Lowest,1,Very low fuel-security,5,Insecure,1.0,1.0
738235,Fuel,Female,60 to 64,10,No,Living with partner/ spouse (NO children or children have left home),Not specified,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,7,0.5,2.5,E09000011,Greenwich,4,96.79696038426884,4.582893496642329,High-medium,3,High fuel-security,0,Secure,0.0,0.0
217662,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,1.5,E09000024,Merton,4,64.73566039577726,4.185641554432283,Lowest,1,High fuel-security,0,Secure,0.0,0.0
1987555,Fuel,Female,20 to 24,2,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Unemployed,"Less than £14,900 p.a.",1.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Don't know,False,False,False,5,2.0,1.0,E09000015,Harrow,4,61.22939835759527,4.130827530489963,Lowest,1,Marginal fuel-security,1,Insecure,1.0,0.0
6101363,Fuel,Male,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,No,False,False,True,10,0.0,1.0,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High fuel-security,0,Secure,0.0,0.0
1216391,Fuel,Female,40 to 44,6,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"£14,901- £24,300 p.a.",2.0,Owning the house outright,Don't know,No,False,False,True,3,2.0,1.0,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High fuel-security,0,Secure,0.0,0.0
5250158,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,Prefer not to say,,Renting from private landlord,F,No,True,False,False,9,1.0,1.0,E09000030,Tower Hamlets,9,106.55418799829552,4.677994794967642,High-medium,3,Low fuel-security,2,Insecure,1.0,0.0
5945763,Fuel,Female,30 to 34,4,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Not specified,"Less than £14,900 p.a.",1.0,Renting from private landlord,Don't know,No,True,False,False,10,0.0,2.0,E09000020,Kensington and Chelsea,2,144.35898136510193,4.979206416393453,Highest,4,Low fuel-security,2,Insecure,1.0,0.0
2897907,Fuel,Male,55 to 59,9,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,D,No,False,False,True,8,0.0,1.0,E09000033,Westminster,6,372.93320499747455,5.924077185200883,Highest,4,High fuel-security,0,Secure,0.0,0.0
670364,Fuel,Female,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,C,No,True,False,False,8,1.0,1.0,E09000020,Kensington and Chelsea,8,144.35898136510193,4.979206416393453,Highest,4,High fuel-security,0,Secure,0.0,0.0
3086857,Fuel,Male,55 to 59,9,No,Living on my own (NO children or children have left home),Not specified,"Less than £14,900 p.a.",1.0,Renting from private landlord,Don't know,Yes,True,False,False,7,1.5,1.0,E09000005,Brent,3,89.33622132404018,4.503538502077379,Low-medium,2,Low fuel-security,3,Insecure,1.0,0.0
3954350,Fuel,Male,40 to 44,6,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,8,1.0,1.0,E09000003,Barnet,7,71.52628693518058,4.283949074561243,Lowest,1,Low fuel-security,2,Insecure,1.0,0.0
4048709,Fuel,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,Yes,False,False,True,7,1.0,0.5,E09000001,City of London,5,633.9355852317361,6.4535235531673045,Highest,4,Marginal fuel-security,1,Insecure,1.0,0.0
5928025,Fuel,Male,60 to 64,10,No,Living on my own (NO children or children have left home),Working part-time,"Less than £14,900 p.a.",1.0,Owning the house outright,Don't know,No,False,False,True,7,0.5,2.5,E09000014,Haringey,3,110.31084588034892,4.712326700796616,High-medium,3,Marginal fuel-security,1,Insecure,1.0,0.0
1338552,Fuel,Female,20 to 24,2,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Unemployed,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Yes,False,False,False,9,0.0,1.5,E09000025,Newham,4,102.94920578921284,4.643902373959421,High-medium,3,Marginal fuel-security,1,Insecure,1.0,0.0
505999,Fuel,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working part-time,Prefer not to say,,Buying the house on a mortgage,D,No,False,False,True,8,0.5,1.5,E09000014,Haringey,8,110.31084588034892,4.712326700796616,High-medium,3,High fuel-security,0,Secure,0.0,0.0
5411393,Fuel,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,B,Yes,True,False,False,6,1.5,1.5,E09000008,Croydon,2,87.80214462188941,4.486410800853894,Low-medium,2,Low fuel-security,3,Insecure,1.0,0.0
5241705,Fuel,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,A,No,False,False,True,10,0.5,2.0,E09000008,Croydon,6,87.80214462188941,4.486410800853894,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
4217131,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,Yes,True,False,False,9,0.0,2.0,E09000032,Wandsworth,8,75.0126002708299,4.33089911958142,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
6302750,Fuel,Male,45 to 49,7,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£37,901- £58,900 p.a.",4.0,Owning the house outright,E,No,False,False,True,7,1.0,1.0,E09000026,Redbridge,8,78.28836492624754,4.373091395634522,Low-medium,2,Low fuel-security,2,Insecure,1.0,0.0
6222671,Fuel,Female,55 to 59,9,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,Don't know,Yes,False,True,False,8,2.0,0.5,E09000023,Lewisham,3,93.94595064593692,4.553307789123356,High-medium,3,Low fuel-security,3,Insecure,1.0,0.0
6551745,Fuel,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,Don't know,True,False,False,5,1.5,0.0,E09000014,Haringey,3,110.31084588034892,4.712326700796616,High-medium,3,High fuel-security,0,Secure,0.0,0.0
5186575,Fuel,Female,55 to 59,9,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,9,0.5,2.0,E09000006,Bromley,8,69.34413947690096,4.253399474857929,Lowest,1,High fuel-security,0,Secure,0.0,0.0
5509910,Fuel,Female,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,Prefer not to say,,Living in rented accommodation from Housing Association,Don't know,Don't know,False,True,False,8,1.0,1.0,E09000030,Tower Hamlets,6,106.55418799829552,4.677994794967642,High-medium,3,High fuel-security,0,Secure,0.0,0.0
746155,Fuel,Female,30 to 34,4,Yes,Living with partner/ spouse (NO children or children have left home),Unemployed,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,4,2.0,0.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Very low fuel-security,5,Insecure,1.0,1.0
1625174,Fuel,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,4,1.0,1.0,E09000033,Westminster,7,372.93320499747455,5.924077185200883,Highest,4,Low fuel-security,2,Insecure,1.0,0.0
4182893,Fuel,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,B,No,False,False,True,8,0.5,2.5,E09000025,Newham,2,102.94920578921284,4.643902373959421,High-medium,3,High fuel-security,0,Secure,0.0,0.0
83124,Fuel,Female,45 to 49,7,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£24,301- £37,900 p.a.",3.0,Owning the house outright,Don't know,No,False,False,True,7,1.5,2.0,E09000024,Merton,4,64.73566039577726,4.185641554432283,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6302245,Fuel,Female,40 to 44,6,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,8,0.0,1.5,E09000025,Newham,1,102.94920578921284,4.643902373959421,High-medium,3,High fuel-security,0,Secure,0.0,0.0
6619515,Fuel,Female,25 to 29,3,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£14,901- £24,300 p.a.",2.0,,Don't know,Yes,False,False,False,6,1.5,1.0,E09000010,Enfield,7,92.561372646033,4.538617612899859,High-medium,3,Marginal fuel-security,1,Insecure,1.0,0.0
3250401,Fuel,Female,60 to 64,10,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,1.0,0.5,E09000028,Southwark,6,112.89535525791996,4.735280090498906,Highest,4,Marginal fuel-security,1,Insecure,1.0,0.0
6601494,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,Prefer not to say,,Renting from private landlord,Don't know,Don't know,True,False,False,8,0.0,2.5,E09000027,Richmond upon Thames,6,59.12433069454052,4.096414596464431,Lowest,1,High fuel-security,0,Secure,0.0,0.0
32012,Fuel,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Student,"More than £58,900 p.a.",5.0,Renting from private landlord,D,No,True,False,False,7,1.0,2.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,Marginal fuel-security,1,Insecure,1.0,0.0
2699523,Fuel,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,7,1.0,0.5,E09000031,Waltham Forest,5,82.92437534381423,4.429916099809674,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
1708840,Fuel,Female,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Unemployed,Prefer not to say,,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,7,1.5,2.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Marginal fuel-security,1,Insecure,1.0,0.0
5337463,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,A,No,False,False,True,8,0.0,2.5,E09000005,Brent,6,89.33622132404018,4.503538502077379,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
4977840,Fuel,Female,40 to 44,6,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,A,No,False,False,True,8,1.0,1.5,E09000026,Redbridge,8,78.28836492624754,4.373091395634522,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
6731283,Fuel,Male,35 to 39,5,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Don't know,False,False,False,7,1.5,1.5,E09000029,Sutton,7,64.10579524758313,4.176013565952618,Lowest,1,Marginal fuel-security,1,Insecure,1.0,0.0
5891521,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,Don't know,False,False,True,6,0.5,1.5,E09000030,Tower Hamlets,4,106.55418799829552,4.677994794967642,High-medium,3,High fuel-security,0,Secure,0.0,0.0
6076911,Fuel,Female,55 to 59,9,No,Living with partner/ spouse (NO children or children have left home),Working part-time,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,10,0.0,2.0,E09000029,Sutton,9,64.10579524758313,4.176013565952618,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6365123,Fuel,Female,65 to 69,11,No,Living on my own (NO children or children have left home),Retired,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,No,False,False,True,8,0.0,1.5,E09000011,Greenwich,5,96.79696038426884,4.582893496642329,High-medium,3,High fuel-security,0,Secure,0.0,0.0
1092567,Fuel,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,0.0,1.5,E09000008,Croydon,2,87.80214462188941,4.486410800853894,Low-medium,2,Low fuel-security,2,Insecure,1.0,0.0
1180183,Fuel,Female,55 to 59,9,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,8,0.5,1.0,E09000032,Wandsworth,8,75.0126002708299,4.33089911958142,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
6653137,Fuel,Male,60 to 64,10,No,Living with partner/ spouse (NO children or children have left home),Not specified,"Less than £14,900 p.a.",1.0,,Don't know,No,False,False,False,8,0.0,2.0,E09000023,Lewisham,5,93.94595064593692,4.553307789123356,High-medium,3,High fuel-security,0,Secure,0.0,0.0
4537455,Fuel,Female,45 to 49,7,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,5,0.0,2.5,E09000019,Islington,2,127.4397296829604,4.855459764601848,Highest,4,High fuel-security,0,Secure,0.0,0.0
4653152,Fuel,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"Less than £14,900 p.a.",1.0,Living in student accommodation/ student halls,B,Yes,False,False,False,9,1.0,2.0,E09000027,Richmond upon Thames,6,59.12433069454052,4.096414596464431,Lowest,1,High fuel-security,0,Secure,0.0,0.0
6175212,Fuel,Female,25 to 29,3,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,Don't know,Yes,False,True,False,8,0.5,0.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,Marginal fuel-security,1,Insecure,1.0,0.0
6237822,Fuel,Male,50 to 54,8,Yes,Living on my own (NO children or children have left home),Not working- long term sick or disabled,"Less than £14,900 p.a.",1.0,Owning the house outright,Don't know,Yes,False,False,True,5,1.5,2.0,E09000008,Croydon,2,87.80214462188941,4.486410800853894,Low-medium,2,Very low fuel-security,5,Insecure,1.0,1.0
1427905,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,0.0,2.0,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,High fuel-security,0,Secure,0.0,0.0
1914108,Fuel,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,0.0,1.0,E09000030,Tower Hamlets,5,106.55418799829552,4.677994794967642,High-medium,3,High fuel-security,0,Secure,0.0,0.0
1944906,Fuel,Female,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"More than £58,900 p.a.",5.0,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,8,0.0,2.0,E09000019,Islington,3,127.4397296829604,4.855459764601848,Highest,4,High fuel-security,0,Secure,0.0,0.0
2160897,Fuel,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,2.0,1.0,E09000023,Lewisham,2,93.94595064593692,4.553307789123356,High-medium,3,High fuel-security,0,Secure,0.0,0.0
5023222,Fuel,Male,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,C,Yes,True,False,False,7,1.0,1.0,E09000032,Wandsworth,8,75.0126002708299,4.33089911958142,Low-medium,2,High fuel-security,0,Secure,0.0,0.0
2852155,Fuel,Female,40 to 44,6,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000011,Greenwich,7,96.79696038426884,4.582893496642329,High-medium,3,High fuel-security,0,Secure,0.0,0.0
6319060,Fuel,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Don't know,True,False,False,7,2.0,0.5,E09000030,Tower Hamlets,4,106.55418799829552,4.677994794967642,High-medium,3,High fuel-security,0,Secure,0.0,0.0
5944799,Fuel,Male,80 or over,14,No,Living with partner/ spouse (NO children or children have left home),Retired,Prefer not to say,,,Don't know,No,False,False,False,10,0.0,1.5,E09000009,Ealing,8,81.46078799553669,4.412322883327404,Low-medium,2,Marginal fuel-security,1,Insecure,1.0,0.0
6226815,Fuel,Female,60 to 64,10,No,Living on my own (NO children or children have left home),Not specified,"Less than £14,900 p.a.",1.0,Owning the house outright,Don't know,No,False,False,True,10,1.0,2.0,E09000029,Sutton,6,64.10579524758313,4.176013565952618,Lowest,1,Low fuel-security,4,Insecure,1.0,0.0
5406726,Fuel,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,Don't know,True,False,False,6,1.0,1.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,High fuel-security,0,Secure,0.0,0.0
